NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
79	130.823	77.844	19.291	57.329	0.617	0.677	40000.0
80	130.331	78.09	19.315	57.602	0.625	0.672	60000.0
81	133.649	78.338	19.875	57.756	0.633	0.667	30000.0
82	131.703	80.115	19.54	58.47	0.644	0.665	70000.0
83	132.303	79.401	19.985	58.122	0.632	0.675	50000.0
84	131.816	78.848	19.92	57.674	0.638	0.677	60000.0
85	129.552	78.213	19.076	57.244	0.626	0.679	30000.0
86	131.176	77.956	19.654	57.562	0.62	0.678	40000.0
87	132.699	79.87	19.483	58.321	0.637	0.666	60000.0
88	129.512	78.243	19.233	57.947	0.629	0.67	40000.0
89	131.563	79.535	19.566	58.164	0.636	0.663	70000.0
90	130.899	78.228	19.404	57.208	0.612	0.678	30000.0
91	132.553	78.679	19.505	57.574	0.628	0.67	50000.0
92	132.615	78.754	20.197	58.058	0.638	0.67	50000.0
93	131.744	78.319	19.2	57.476	0.637	0.678	60000.0
94	128.587	78.146	18.822	57.307	0.618	0.674	40000.0
95	134.951	78.713	20.39	58.33	0.629	0.666	50000.0
96	131.362	77.919	19.421	57.061	0.619	0.681	50000.0
97	131.943	78.662	19.659	57.748	0.638	0.677	50000.0
98	131.409	77.887	19.733	57.705	0.623	0.673	50000.0
99	127.836	78.342	19.004	57.425	0.632	0.679	40000.0
100	129.709	79.604	19.049	57.905	0.643	0.667	50000.0
