Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PASVDP-01A_vs_PASVDP-10A	54	0.544	60.987	112.939%	9.509	84.048%	1.05936	0.29
PASWZZ-01A_vs_PASWZZ-10A	64	0.702	59.715	93.305%	8.367	71.225%	0.72971	0.518
PASXNA-01A_vs_PASXNA-11A	14	0.349	23.355	166.821%	3.763	94.075%	2.08212	0.104
PATAFT-01A_vs_PATAFT-10A	136	0.744	95.517	70.233%	12.895	68.343%	0.44032	0.353
PATDVL-01A_vs_PATDVL-10A	18	0.404	27.913	155.072%	4.497	91.795%	1.88213	0.191
PATENH-01A_vs_PATENH-11A	64	0.773	53.4	83.438%	7.141	63.617%	0.63349	0.633
PATFXW-01A_vs_PATFXW-10A	102	0.814	72.048	70.635%	9.406	58.11%	0.47172	0.652
PATFZZ-01A_vs_PATFZZ-10A	123	0.802	84.2	68.455%	10.904	59.754%	0.44775	0.571
PATXEE-01A_vs_PATXEE-10A	360	0.876	184.343	51.206%	25.591	48.294%	0.22971	0.748
PAUEKW-01A_vs_PAUEKW-10A	38	0.718	39.03	102.711%	6.067	70.527%	0.86045	0.641
PAUFVP-01A_vs_PAUFVP-11A	63	0.639	63.783	101.243%	8.515	77.409%	0.8942	0.351
PAUGYZ-01A_vs_PAUGYZ-10A	97	0.809	64.496	66.491%	8.816	58.773%	0.39498	0.624
PAUHAZ-01A_vs_PAUHAZ-10A	98	0.783	67.525	68.903%	9.836	62.208%	0.47235	0.598
PAVCKS-01A_vs_PAVCKS-11A	48	0.719	47.415	98.781%	6.234	69.698%	0.80663	0.562
PAVYKD-01A_vs_PAVYKD-10A	38	0.695	40.533	106.666%	5.697	72.352%	0.9511	0.576
PAWFBL-01A_vs_PAWFBL-11A	35	0.689	37.166	106.189%	5.099	72.843%	0.86611	0.553
PAWFWK-01A_vs_PAWFWK-10A	98	0.744	86.783	88.554%	11.863	67.161%	0.62462	0.597
SJBT030128_D1_vs_SJBT030128_G1	62	0.763	51.784	83.523%	6.781	64.654%	0.60073	0.588
SJBT030255_D1_vs_SJBT030255_G1	113	0.755	82.524	73.03%	10.942	66.468%	0.55098	0.445
SJBT030581_D1_vs_SJBT030581_G1	14	0.401	22.857	163.264%	3.434	91.778%	1.83329	0.162
SJBT030997_D1_vs_SJBT030997_G1	107	0.778	84.212	78.703%	11.724	62.938%	0.55657	0.635
SJBT031235_D1_vs_SJBT031235_G1	121	0.739	91.495	75.616%	16.819	67.601%	0.52363	0.635
SJBT031605_D1_vs_SJBT031605_G1	2274	0.945	648.527	28.519%	92.67	32.945%	0.05996	0.823
SJBT031948_D2_vs_SJBT031948_G1	1439	0.96	372.741	25.903%	59.588	28.345%	0.05846	0.922
SJBT032346_D1_vs_SJBT032346_G1	30	0.667	33.577	111.923%	4.833	74.575%	0.9446	0.534
SJBT032393_D1_vs_SJBT032393_G1	1394	0.773	759.494	54.483%	165.514	63.736%	0.24313	0.66
SJBT032417_D2_vs_SJBT032417_G1	248	0.904	115.742	46.67%	15.703	42.675%	0.22238	0.809
SJBT033236_D2_vs_SJBT033236_G1	38	0.626	46.172	121.505%	7.931	78.529%	1.12597	0.544
SJBT034089_D1_vs_SJBT034089_G1	35	0.568	44.639	127.54%	8.062	82.714%	1.19599	0.478
SJBT034110_D2_vs_SJBT034110_G1	118	0.805	80.551	68.264%	11.583	59.42%	0.41817	0.656
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.82	131.552	59.796%	19.885	57.26%	0.31173	0.662
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.928	150.416	36.598%	21.746	37.51%	0.13081	0.847
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.375	21.544	165.723%	3.593	92.771%	1.99379	0.174
