NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
39	136.726	79.578	20.165	58.544	0.635	0.67	30000.0
40	133.181	78.504	19.676	57.705	0.639	0.672	70000.0
41	138.328	80.986	20.624	59.12	0.658	0.662	30000.0
42	135.16	79.55	20.211	58.716	0.64	0.663	40000.0
43	138.003	81.549	20.648	59.576	0.67	0.644	40000.0
44	136.06	80.029	20.511	59.284	0.649	0.657	30000.0
45	133.794	78.778	20.044	58.357	0.634	0.669	40000.0
46	134.741	79.886	20.103	58.184	0.654	0.67	50000.0
47	134.986	80.05	20.042	58.892	0.662	0.655	40000.0
48	134.543	78.626	19.999	57.962	0.639	0.677	20000.0
49	138.996	79.823	20.504	58.321	0.65	0.666	40000.0
50	137.547	79.61	20.338	58.576	0.64	0.66	40000.0
51	133.873	79.537	19.772	58.351	0.644	0.665	40000.0
52	136.16	80.426	20.407	59.07	0.662	0.658	30000.0
53	134.838	80.159	20.068	59.106	0.665	0.657	30000.0
54	135.705	79.673	20.195	58.622	0.647	0.656	20000.0
55	133.821	78.794	19.853	58.522	0.638	0.665	20000.0
56	135.7	79.585	20.325	57.873	0.654	0.676	40000.0
57	137.176	81.043	20.528	59.179	0.666	0.649	30000.0
58	139.893	80.819	20.879	59.191	0.655	0.657	50000.0
59	135.717	81.241	20.216	59.59	0.672	0.649	50000.0
60	137.23	80.151	20.416	58.596	0.651	0.665	50000.0
61	135.963	80.273	20.224	58.709	0.646	0.662	50000.0
62	135.884	80.146	19.973	58.487	0.653	0.662	50000.0
63	136.819	79.135	20.631	58.845	0.643	0.656	40000.0
64	131.864	80.26	19.457	58.329	0.667	0.66	40000.0
65	135.332	80.825	20.195	59.564	0.672	0.645	30000.0
66	135.841	80.287	20.272	58.88	0.652	0.657	30000.0
67	135.961	80.049	20.039	58.791	0.653	0.655	50000.0
68	136.364	80.158	19.83	58.634	0.654	0.656	40000.0
69	132.863	79.918	19.522	58.336	0.652	0.663	30000.0
70	139.709	80.603	20.789	58.967	0.657	0.659	20000.0
71	135.102	79.761	19.981	58.237	0.652	0.666	40000.0
72	133.688	79.199	19.722	57.772	0.649	0.665	30000.0
73	133.758	79.285	19.737	57.969	0.64	0.669	60000.0
74	134.347	78.699	19.81	57.715	0.633	0.67	20000.0
75	138.275	79.82	20.453	58.377	0.647	0.667	30000.0
76	136.748	79.28	20.568	58.454	0.64	0.669	50000.0
77	135.412	79.137	20.122	58.184	0.643	0.669	80000.0
78	133.398	79.914	19.891	58.193	0.648	0.664	30000.0
79	134.818	79.129	19.903	58.307	0.638	0.662	30000.0
80	134.439	78.951	19.864	58.356	0.636	0.664	40000.0
81	136.608	80.295	20.01	58.617	0.66	0.653	50000.0
82	137.255	81.44	20.387	59.23	0.662	0.654	50000.0
83	137.959	80.333	20.797	58.786	0.647	0.668	30000.0
84	137.482	80.267	20.604	58.768	0.654	0.662	20000.0
85	136.652	78.867	20.079	57.987	0.636	0.669	70000.0
86	134.539	79.745	20.203	58.647	0.65	0.659	30000.0
87	138.104	81.04	20.303	59.27	0.657	0.653	40000.0
88	136.347	79.69	20.245	58.596	0.642	0.662	30000.0
89	135.289	80.835	20.125	58.983	0.657	0.653	40000.0
90	135.254	79.458	20.055	58.165	0.631	0.665	70000.0
91	140.376	79.74	21.085	58.601	0.644	0.659	60000.0
92	134.431	80.315	20.016	58.935	0.658	0.656	60000.0
93	135.919	80.264	19.836	58.883	0.659	0.658	40000.0
94	133.969	79.298	19.546	58.25	0.635	0.661	70000.0
95	139.222	80.031	20.959	59.148	0.654	0.652	40000.0
96	134.767	79.4	19.898	58.062	0.646	0.666	30000.0
97	134.988	79.774	20.066	58.49	0.654	0.667	40000.0
98	135.912	79.374	20.205	58.375	0.645	0.662	50000.0
99	133.757	79.654	19.793	58.106	0.649	0.672	50000.0
100	134.219	80.582	19.59	58.549	0.664	0.657	50000.0
