Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PASWZZ-01A_vs_PASWZZ-10A	288	0.912	127.001	44.098%	17.837	41.403%	0.19236	0.835
PASXNA-01A_vs_PASXNA-11A	510	0.919	193.303	37.903%	26.468	39.749%	0.12121	0.781
PASYNF-01A_vs_PASYNF-10A	336	0.892	165.548	49.27%	25.042	46.39%	0.20488	0.831
PASZYE-01A_vs_PASZYE-10A	491	0.941	176.034	35.852%	23.878	34.171%	0.11992	0.878
PATAFT-01A_vs_PATAFT-10A	518	0.933	177.892	34.342%	23.169	37.457%	0.0979	0.782
PATBLF-01A_vs_PATBLF-10A	725	0.957	223.657	30.849%	30.805	29.967%	0.08002	0.918
PATDVL-01A_vs_PATDVL-10A	373	0.918	155.076	41.575%	20.749	39.69%	0.16616	0.818
PATENH-01A_vs_PATENH-11A	725	0.931	271.889	37.502%	41.379	37.6%	0.10634	0.885
PATFXW-01A_vs_PATFXW-10A	584	0.928	223.381	38.25%	32.32	37.678%	0.11764	0.859
PATFZZ-01A_vs_PATFZZ-10A	677	0.93	245.618	36.28%	33.079	36.793%	0.10986	0.819
PATXEE-01A_vs_PATXEE-10A	843	0.936	309.067	36.663%	42.905	35.617%	0.11824	0.871
PATXKA-01A_vs_PATXKA-10A	442	0.932	159.481	36.082%	21.514	36.262%	0.13869	0.83
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.927	284.295	34.418%	41.073	37.491%	0.0915	0.811
PAUDPV-01A_vs_PAUDPV-11A	286	0.89	137.92	48.224%	18.609	45.674%	0.21167	0.756
PAUEKW-01A_vs_PAUEKW-10A	1305	0.918	421.711	32.315%	80.719	40.575%	0.08744	0.861
PAUFVP-01A_vs_PAUFVP-11A	767	0.943	252.578	32.931%	36.523	33.712%	0.09121	0.88
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.905	238.024	44.741%	33.941	42.905%	0.15931	0.82
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.891	154.451	43.264%	24.272	45.666%	0.17632	0.786
PAUNPA-01A_vs_PAUNPA-11A	761	0.915	318.157	41.808%	46.999	41.134%	0.14149	0.847
PAVCKS-01A_vs_PAVCKS-11A	1146	0.957	294.135	25.666%	45.304	29.23%	0.05927	0.897
PAVITI-01A_vs_PAVITI-10A	717	0.953	230.069	32.088%	31.261	31.028%	0.08615	0.907
PAVYDM-01A_vs_PAVYDM-11A	480	0.919	178.108	37.106%	24.514	39.673%	0.12543	0.773
PAVYKD-01A_vs_PAVYKD-10A	333	0.919	133.64	40.132%	18.517	39.487%	0.16295	0.82
PAWDGA-01A_vs_PAWDGA-11A	792	0.86	340.463	42.988%	58.997	51.038%	0.1618	0.7
PAWFBL-01A_vs_PAWFBL-11A	645	0.932	230.721	35.771%	33.577	36.668%	0.10928	0.857
PAWFWK-01A_vs_PAWFWK-10A	408	0.886	192.978	47.299%	28.53	46.503%	0.18779	0.781
SJBT030128_D1_vs_SJBT030128_G1	220	0.83	136.386	61.994%	22.824	56.883%	0.3663	0.76
SJBT030255_D1_vs_SJBT030255_G1	1249	0.946	370.607	29.672%	51.079	32.995%	0.08383	0.832
SJBT030581_D1_vs_SJBT030581_G1	1089	0.868	504.167	46.296%	96.828	51.302%	0.17076	0.819
SJBT030707_D2_vs_SJBT030707_G1	162	0.796	115.831	71.501%	18.542	61.331%	0.63714	0.704
SJBT030896_D1_vs_SJBT030896_G1	1820	0.941	690.192	37.923%	128.642	35.45%	0.11173	0.924
SJBT030997_D1_vs_SJBT030997_G1	507	0.91	219.295	43.253%	30.635	41.654%	0.14211	0.815
SJBT031235_D1_vs_SJBT031235_G1	158	0.758	114.866	72.7%	23.099	67.073%	0.46266	0.712
SJBT031605_D1_vs_SJBT031605_G1	3642	0.944	1026.987	28.198%	149.626	33.777%	0.05938	0.821
SJBT031948_D2_vs_SJBT031948_G1	7146	0.992	852.735	11.933%	150.457	12.609%	0.01415	0.988
SJBT032047_D1_vs_SJBT032047_G1	7	0.268	12.689	181.271%	2.558	96.683%	2.92123	0.097
SJBT032346_D1_vs_SJBT032346_G1	692	0.86	315.401	45.578%	65.756	52.789%	0.26044	0.81
SJBT032393_D1_vs_SJBT032393_G1	2385	0.843	1079.946	45.281%	241.618	55.301%	0.22851	0.787
SJBT032417_D2_vs_SJBT032417_G1	343	0.867	175.467	51.157%	26.299	50.032%	0.2369	0.749
SJBT033133_D3_vs_SJBT033133_G1	9	0.421	15.495	172.167%	3.295	91.387%	2.16991	0.385
SJBT033236_D2_vs_SJBT033236_G1	95	0.724	88.701	93.369%	14.905	70.341%	0.78282	0.66
SJBT034089_D1_vs_SJBT034089_G1	81	0.667	85.576	105.649%	16.589	76.601%	0.94861	0.639
SJBT034110_D2_vs_SJBT034110_G1	237	0.862	129.273	54.546%	18.489	50.87%	0.2754	0.736
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.948	411.823	29.628%	59.508	31.965%	0.07866	0.87
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.953	266.678	27.578%	38.852	30.471%	0.06386	0.877
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.882	7859.356	44.714%	1058.562	48.698%	0.14917	0.634
