NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
82	283.885	51.165	42.201	43.527	0.302	0.797	140000.0
83	280.722	50.753	41.985	43.408	0.298	0.796	30000.0
84	281.0	51.174	42.121	43.243	0.312	0.8	40000.0
85	283.251	52.031	42.207	44.161	0.313	0.789	60000.0
86	282.481	51.222	42.032	43.402	0.311	0.795	100000.0
87	280.859	51.47	41.527	43.506	0.316	0.792	60000.0
88	283.415	51.509	42.746	44.101	0.318	0.791	30000.0
89	279.5	51.43	41.922	43.877	0.309	0.791	210000.0
90	279.701	50.812	42.061	43.383	0.306	0.795	50000.0
91	285.102	51.266	42.909	43.627	0.304	0.797	90000.0
92	285.035	51.212	41.695	42.705	0.318	0.803	120000.0
93	285.489	51.247	42.139	43.219	0.309	0.799	70000.0
94	281.98	50.818	42.123	43.243	0.305	0.798	30000.0
95	282.988	51.049	42.236	43.558	0.305	0.797	120000.0
96	284.487	51.965	42.164	43.986	0.314	0.79	80000.0
97	284.284	51.58	42.741	43.961	0.312	0.789	80000.0
98	284.538	51.707	41.772	43.822	0.312	0.794	100000.0
99	284.828	51.389	42.512	43.822	0.305	0.794	40000.0
100	278.281	50.522	41.073	42.711	0.299	0.802	100000.0
