Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
SJBT030255_D1_vs_SJBT030255_G1	1136	0.967	267.234	23.524%	36.32	25.413%	0.05665	0.903
SJBT030581_D1_vs_SJBT030581_G1	1075	0.982	271.007	25.21%	36.106	19.249%	0.05759	0.972
SJBT030707_D2_vs_SJBT030707_G1	162	0.924	86.609	53.462%	11.574	38.283%	0.33357	0.889
SJBT030896_D1_vs_SJBT030896_G1	1820	0.968	558.663	30.696%	91.673	25.262%	0.0785	0.956
SJBT030997_D1_vs_SJBT030997_G1	400	0.91	183.277	45.819%	24.706	41.442%	0.18954	0.823
SJBT031235_D1_vs_SJBT031235_G1	37	0.865	35.918	97.076%	5.976	51.818%	0.84993	0.85
SJBT031605_D1_vs_SJBT031605_G1	1368	0.963	330.182	24.136%	45.33	26.858%	0.05395	0.879
SJBT031948_D2_vs_SJBT031948_G1	5707	0.994	608.294	10.659%	107.87	10.835%	0.01026	0.991
SJBT032047_D1_vs_SJBT032047_G1	7	0.325	12.381	176.871%	2.503	94.605%	2.69641	0.192
SJBT032346_D1_vs_SJBT032346_G1	662	0.977	187.602	28.339%	26.015	21.502%	0.0856	0.966
SJBT032393_D1_vs_SJBT032393_G1	991	0.987	217.634	21.961%	29.319	16.267%	0.05755	0.981
SJBT032417_D2_vs_SJBT032417_G1	95	0.9	68.852	72.476%	10.491	43.827%	0.52343	0.88
SJBT033133_D3_vs_SJBT033133_G1	9	0.46	15.047	167.189%	3.231	89.612%	2.01697	0.421
SJBT033236_D2_vs_SJBT033236_G1	57	0.834	52.342	91.828%	7.287	55.402%	0.75834	0.79
SJBT034089_D1_vs_SJBT034089_G1	46	0.91	35.645	77.489%	5.514	41.802%	0.76092	0.896
SJBT034110_D2_vs_SJBT034110_G1	119	0.861	78.883	66.288%	9.912	51.049%	0.44207	0.759
SJMRT014754_D1_vs_SJMRT014754_G1	1170	0.968	273.335	23.362%	40.082	25.177%	0.06107	0.925
SJMRT015723_D1_vs_SJMRT015723_G1	556	0.947	173.192	31.15%	24.542	32.275%	0.09862	0.876
SJMRT063832_X1_vs_SJMRT063832_G1	17564	0.998	924.258	5.262%	134.428	6.188%	0.00218	0.994
