NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
86	236.784	44.729	34.124	37.313	0.255	0.849	110000.0
87	233.41	44.616	33.764	37.266	0.257	0.846	60000.0
88	235.416	45.002	34.359	37.796	0.26	0.844	90000.0
89	235.224	45.196	34.279	38.145	0.25	0.845	130000.0
90	235.791	44.909	34.336	37.758	0.255	0.847	80000.0
91	237.122	44.559	34.591	37.582	0.246	0.852	60000.0
92	235.107	44.494	33.599	37.062	0.258	0.853	60000.0
93	237.481	44.812	34.383	37.687	0.252	0.847	90000.0
94	235.421	44.457	33.749	36.919	0.251	0.85	90000.0
95	237.252	44.942	34.11	37.652	0.255	0.847	60000.0
96	236.831	44.792	33.923	37.478	0.248	0.849	100000.0
97	237.82	45.176	34.415	37.851	0.254	0.845	50000.0
98	238.658	44.733	34.128	37.445	0.25	0.853	80000.0
99	238.996	45.151	34.587	37.84	0.251	0.846	50000.0
100	230.7	44.292	33.268	36.996	0.243	0.852	50000.0
