Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PAKTCT-01A_vs_PAKTCT-11A	930	0.938	313.815	33.744%	42.014	34.891%	0.10008	0.831
PARECB-01A_vs_PARECB-11A	297	0.878	146.923	49.469%	19.744	48.271%	0.23298	0.711
PAREWI-01A_vs_PAREWI-11A	530	0.868	268.736	50.705%	37.816	51.633%	0.20335	0.712
PARGRN-01A_vs_PARGRN-10A	553	0.905	224.319	40.564%	32.661	42.823%	0.15035	0.779
PARIRN-01A_vs_PARIRN-10A	705	0.946	244.088	34.622%	34.465	32.521%	0.10285	0.898
PARPFY-01A_vs_PARPFY-11A	624	0.891	273.32	43.801%	39.478	47.533%	0.20053	0.749
PARRCL-01A_vs_PARRCL-11A	509	0.874	230.362	45.258%	35.216	50.761%	0.21395	0.723
PARTKH-01A_vs_PARTKH-10A	538	0.871	268.565	49.919%	35.704	49.888%	0.21991	0.664
PARUGK-01A_vs_PARUGK-10A	355	0.874	187.196	52.731%	26.731	52.055%	0.24053	0.765
PARZBI-01A_vs_PARZBI-11A	587	0.897	259.034	44.128%	37.991	46.584%	0.17765	0.789
PARZRH-01A_vs_PARZRH-10A	961	0.946	306.771	31.922%	45.663	33.422%	0.11648	0.891
PASABD-01A_vs_PASABD-10A	439	0.929	170.131	38.754%	23.109	37.009%	0.15109	0.85
PASADZ-01A_vs_PASADZ-10A	617	0.916	235.864	38.228%	34.322	40.695%	0.14216	0.809
PASCDH-01A_vs_PASCDH-10A	576	0.869	304.067	52.789%	44.524	53.57%	0.22928	0.759
PASDLA-01A_vs_PASDLA-11A	316	0.877	158.678	50.215%	22.134	48.346%	0.22692	0.739
PASGCL-01A_vs_PASGCL-10A	513	0.896	236.165	46.036%	35.521	46.288%	0.18402	0.81
PASRHU-01A_vs_PASRHU-10A	228	0.941	109.294	47.936%	14.562	34.632%	0.26996	0.916
PASVDP-01A_vs_PASVDP-10A	419	0.907	171.952	41.039%	25.243	43.196%	0.18047	0.802
PASWZZ-01A_vs_PASWZZ-10A	288	0.872	157.276	54.61%	22.128	51.363%	0.28528	0.765
PASXNA-01A_vs_PASXNA-11A	510	0.926	190.274	37.309%	25.935	38.948%	0.13794	0.817
PASYNF-01A_vs_PASYNF-10A	336	0.909	165.975	49.397%	22.987	42.583%	0.2322	0.847
PASZYE-01A_vs_PASZYE-10A	491	0.92	207.162	42.192%	29.087	41.625%	0.17945	0.848
PATAFT-01A_vs_PATAFT-10A	518	0.898	206.56	39.876%	28.381	45.883%	0.14399	0.645
PATBLF-01A_vs_PATBLF-10A	725	0.944	233.391	32.192%	34.313	33.38%	0.10603	0.884
PATDVL-01A_vs_PATDVL-10A	373	0.877	197.983	53.079%	26.41	50.518%	0.26648	0.749
PATENH-01A_vs_PATENH-11A	725	0.946	271.311	37.422%	37.895	34.434%	0.1449	0.907
PATFXW-01A_vs_PATFXW-10A	584	0.917	252.022	43.154%	34.771	40.536%	0.1948	0.837
PATFZZ-01A_vs_PATFZZ-10A	677	0.921	254.428	37.582%	35.305	39.269%	0.12783	0.8
PATXEE-01A_vs_PATXEE-10A	843	0.913	368.61	43.726%	51.364	42.639%	0.18508	0.829
PATXKA-01A_vs_PATXKA-10A	442	0.853	242.536	54.872%	32.069	54.052%	0.25284	0.646
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.946	261.79	31.694%	35.515	32.418%	0.08237	0.862
PAUDPV-01A_vs_PAUDPV-11A	286	0.907	135.285	47.302%	17.213	42.248%	0.197	0.8
PAUEKW-01A_vs_PAUEKW-10A	1305	0.958	397.814	30.484%	60.477	30.4%	0.08317	0.929
PAUFVP-01A_vs_PAUFVP-11A	767	0.956	239.125	31.177%	32.005	29.542%	0.09388	0.906
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.928	219.907	41.336%	30.183	38.154%	0.16625	0.864
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.917	157.724	44.18%	21.566	40.575%	0.20503	0.842
PAUNPA-01A_vs_PAUNPA-11A	761	0.967	217.053	28.522%	30.245	26.471%	0.0889	0.942
PAVCKS-01A_vs_PAVCKS-11A	1146	0.924	396.647	34.611%	60.251	38.874%	0.1123	0.823
PAVITI-01A_vs_PAVITI-10A	717	0.941	243.675	33.985%	34.698	34.439%	0.11799	0.877
PAVYDM-01A_vs_PAVYDM-11A	480	0.905	193.384	40.288%	27.051	43.779%	0.16669	0.748
PAVYKD-01A_vs_PAVYKD-10A	333	0.881	164.634	49.44%	22.511	48.005%	0.23489	0.742
PAWDGA-01A_vs_PAWDGA-11A	792	0.949	260.453	32.885%	38.084	32.946%	0.11965	0.906
PAWFBL-01A_vs_PAWFBL-11A	645	0.911	264.675	41.035%	38.408	41.944%	0.15357	0.815
PAWFWK-01A_vs_PAWFWK-10A	408	0.902	192.671	47.223%	27.175	44.294%	0.21739	0.819
SJBT030128_D1_vs_SJBT030128_G1	220	0.946	86.365	39.257%	13.29	33.122%	0.19657	0.922
SJBT030255_D1_vs_SJBT030255_G1	1249	0.936	406.975	32.584%	56.344	36.396%	0.11524	0.814
SJBT030581_D1_vs_SJBT030581_G1	1089	0.967	331.663	30.456%	48.673	25.788%	0.10043	0.95
SJBT030707_D2_vs_SJBT030707_G1	162	0.892	101.485	62.645%	13.915	46.027%	0.40626	0.845
SJBT030896_D1_vs_SJBT030896_G1	1820	0.971	604.697	33.225%	87.517	24.117%	0.09869	0.96
SJBT030997_D1_vs_SJBT030997_G1	507	0.9	222.331	43.852%	32.678	44.432%	0.18055	0.8
SJBT031235_D1_vs_SJBT031235_G1	158	0.933	97.024	61.408%	13.501	39.203%	0.41131	0.917
SJBT031605_D1_vs_SJBT031605_G1	3642	0.928	1071.499	29.421%	167.133	37.729%	0.07339	0.753
SJBT031948_D2_vs_SJBT031948_G1	7146	0.977	1819.004	25.455%	264.273	22.147%	0.05831	0.964
SJBT032047_D1_vs_SJBT032047_G1	7	0.372	11.266	160.943%	2.491	94.151%	2.833	0.283
SJBT032346_D1_vs_SJBT032346_G1	692	0.967	227.899	32.933%	32.985	26.481%	0.10685	0.953
SJBT032393_D1_vs_SJBT032393_G1	2385	0.976	638.89	26.788%	96.257	22.031%	0.07646	0.966
SJBT032417_D2_vs_SJBT032417_G1	343	0.929	144.856	42.232%	19.592	37.272%	0.18956	0.87
SJBT033133_D3_vs_SJBT033133_G1	9	0.413	15.24	169.333%	3.294	91.359%	2.09928	0.345
SJBT033236_D2_vs_SJBT033236_G1	95	0.908	65.381	68.822%	9.061	42.762%	0.53509	0.884
SJBT034089_D1_vs_SJBT034089_G1	81	0.926	53.953	66.609%	8.293	38.294%	0.49763	0.913
SJBT034110_D2_vs_SJBT034110_G1	237	0.903	121.793	51.389%	16.586	45.634%	0.26466	0.835
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.951	396.8	28.547%	57.928	31.116%	0.08102	0.881
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.894	381.224	39.423%	58.415	45.815%	0.13743	0.733
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.957	4927.301	28.033%	684.179	31.475%	0.06815	0.892
