Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PATDVL-01A_vs_PATDVL-10A	373	0.934	144.921	38.853%	18.744	35.854%	0.1573	0.855
PATENH-01A_vs_PATENH-11A	725	0.982	166.692	22.992%	21.022	19.102%	0.05896	0.966
PATFXW-01A_vs_PATFXW-10A	584	0.972	155.145	26.566%	20.185	23.531%	0.0804	0.945
PATFZZ-01A_vs_PATFZZ-10A	677	0.955	207.038	30.582%	26.708	29.707%	0.08619	0.886
PATXEE-01A_vs_PATXEE-10A	843	0.966	236.619	28.069%	31.372	26.043%	0.08753	0.929
PATXKA-01A_vs_PATXKA-10A	442	0.94	149.614	33.849%	20.173	34.002%	0.12712	0.852
PAUCGJ-01A_vs_PAUCGJ-10A	826	0.969	200.083	24.223%	27.254	24.877%	0.05665	0.921
PAUDPV-01A_vs_PAUDPV-11A	286	0.927	113.923	39.833%	15.29	37.528%	0.16728	0.843
PAUEKW-01A_vs_PAUEKW-10A	1305	0.99	201.299	15.425%	28.549	14.351%	0.02684	0.982
PAUFVP-01A_vs_PAUFVP-11A	767	0.969	197.172	25.707%	26.614	24.566%	0.0655	0.935
PAUGYZ-01A_vs_PAUGYZ-10A	532	0.967	155.631	29.254%	20.183	25.513%	0.08377	0.938
PAUHAZ-01A_vs_PAUHAZ-10A	357	0.95	121.836	34.128%	16.639	31.305%	0.12869	0.905
PAUNPA-01A_vs_PAUNPA-11A	761	0.973	193.976	25.49%	26.55	23.237%	0.07219	0.949
PAVCKS-01A_vs_PAVCKS-11A	1146	0.983	208.74	18.215%	28.677	18.502%	0.0344	0.96
PAVITI-01A_vs_PAVITI-10A	717	0.971	185.906	25.928%	24.333	24.151%	0.06576	0.937
PAVYDM-01A_vs_PAVYDM-11A	480	0.946	148.371	30.911%	20.025	32.408%	0.09332	0.85
PAVYKD-01A_vs_PAVYKD-10A	333	0.935	128.869	38.699%	16.646	35.497%	0.15068	0.857
PAWDGA-01A_vs_PAWDGA-11A	792	0.939	261.215	32.982%	39.846	34.471%	0.0958	0.878
PAWFBL-01A_vs_PAWFBL-11A	645	0.97	167.426	25.958%	22.401	24.463%	0.06115	0.936
PAWFWK-01A_vs_PAWFWK-10A	408	0.941	152.881	37.471%	20.877	34.029%	0.13473	0.887
SJBT030128_D1_vs_SJBT030128_G1	220	0.959	77.951	35.432%	11.42	28.461%	0.14704	0.939
SJBT030255_D1_vs_SJBT030255_G1	1249	0.97	278.334	22.285%	38.037	24.571%	0.04837	0.907
SJBT030581_D1_vs_SJBT030581_G1	1089	0.986	232.74	21.372%	31.341	16.605%	0.04735	0.979
SJBT030707_D2_vs_SJBT030707_G1	162	0.931	81.88	50.543%	11.017	36.441%	0.31632	0.9
SJBT030896_D1_vs_SJBT030896_G1	1820	0.97	531.11	29.182%	87.943	24.234%	0.07234	0.959
SJBT030997_D1_vs_SJBT030997_G1	507	0.935	188.511	37.182%	26.008	35.363%	0.12086	0.867
SJBT031235_D1_vs_SJBT031235_G1	158	0.967	67.26	42.57%	8.828	25.634%	0.23809	0.957
SJBT031605_D1_vs_SJBT031605_G1	3642	0.988	477.541	13.112%	67.84	15.314%	0.01685	0.961
SJBT031948_D2_vs_SJBT031948_G1	7146	0.995	714.518	9.999%	122.238	10.244%	0.00845	0.992
SJBT032047_D1_vs_SJBT032047_G1	7	0.344	12.135	173.357%	2.487	94.0%	2.69146	0.225
SJBT032346_D1_vs_SJBT032346_G1	692	0.983	165.046	23.851%	23.188	18.615%	0.05956	0.974
SJBT032393_D1_vs_SJBT032393_G1	2385	0.995	319.776	13.408%	45.266	10.36%	0.02085	0.992
SJBT032417_D2_vs_SJBT032417_G1	343	0.947	124.78	36.379%	16.963	32.271%	0.15044	0.902
SJBT033133_D3_vs_SJBT033133_G1	9	0.523	14.485	160.944%	3.122	86.589%	1.97758	0.495
SJBT033236_D2_vs_SJBT033236_G1	95	0.933	54.418	57.282%	7.643	36.07%	0.42849	0.915
SJBT034089_D1_vs_SJBT034089_G1	81	0.94	48.058	59.331%	7.426	34.29%	0.40615	0.929
SJBT034110_D2_vs_SJBT034110_G1	237	0.936	101.736	42.927%	12.834	35.311%	0.21136	0.881
SJMRT014754_D1_vs_SJMRT014754_G1	1390	0.969	321.403	23.123%	46.228	24.832%	0.05371	0.924
SJMRT015723_D1_vs_SJMRT015723_G1	967	0.972	224.882	23.256%	30.131	23.632%	0.04809	0.928
SJMRT063832_X1_vs_SJMRT063832_G1	17577	0.999	572.844	3.259%	82.322	3.787%	0.00095	0.998
