NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
47	414.74	51.722	65.69	47.112	0.296	0.758	30000.0
48	409.918	51.894	63.901	47.044	0.301	0.76	30000.0
49	414.239	51.186	66.098	46.948	0.292	0.76	220000.0
50	404.265	51.161	63.418	46.259	0.281	0.774	100000.0
51	415.01	51.44	64.456	46.799	0.299	0.757	50000.0
52	416.394	52.195	66.538	47.369	0.301	0.758	30000.0
53	410.09	51.968	64.268	47.054	0.295	0.762	80000.0
54	412.519	50.747	63.653	46.082	0.279	0.77	80000.0
55	409.105	50.614	65.747	46.545	0.283	0.769	50000.0
56	415.418	51.547	64.278	46.877	0.289	0.758	90000.0
57	413.338	50.959	63.826	45.835	0.292	0.773	20000.0
58	408.968	51.884	63.605	47.005	0.297	0.762	80000.0
59	413.538	50.921	63.945	46.009	0.292	0.767	160000.0
60	416.883	50.954	64.462	46.272	0.284	0.767	60000.0
61	410.238	51.426	66.063	47.01	0.289	0.762	30000.0
62	412.809	52.112	63.929	47.001	0.293	0.76	90000.0
63	411.646	51.272	65.385	46.693	0.285	0.762	30000.0
64	414.812	51.265	65.872	46.382	0.289	0.77	50000.0
65	412.867	51.544	66.035	46.893	0.295	0.764	30000.0
66	415.37	51.06	63.792	45.923	0.286	0.771	40000.0
67	414.521	51.058	63.729	45.861	0.288	0.774	60000.0
68	409.753	50.819	63.149	45.728	0.289	0.772	170000.0
69	411.374	52.079	63.928	47.044	0.299	0.761	30000.0
70	410.642	52.177	65.696	47.484	0.293	0.759	90000.0
71	412.895	51.048	63.891	46.002	0.292	0.77	30000.0
72	410.965	51.323	65.996	46.927	0.302	0.76	70000.0
73	411.631	51.823	64.599	46.706	0.295	0.765	110000.0
74	415.331	52.253	66.725	47.781	0.304	0.751	20000.0
75	416.506	51.952	65.024	46.776	0.302	0.768	30000.0
76	410.761	51.754	65.779	47.052	0.295	0.762	60000.0
77	415.897	51.739	64.38	46.793	0.304	0.758	70000.0
78	406.071	51.484	63.459	46.694	0.292	0.766	110000.0
79	410.129	51.468	63.572	46.616	0.298	0.763	70000.0
80	407.293	51.285	63.292	46.394	0.292	0.77	100000.0
81	407.999	51.537	63.955	46.683	0.296	0.764	70000.0
82	415.361	51.297	64.656	46.458	0.289	0.766	30000.0
83	417.723	51.71	66.603	46.938	0.29	0.765	40000.0
84	414.142	51.424	66.17	46.8	0.285	0.766	50000.0
85	408.744	51.702	63.723	46.791	0.298	0.76	50000.0
86	415.527	51.715	66.035	47.065	0.292	0.761	80000.0
87	412.733	51.319	65.227	46.698	0.287	0.77	30000.0
88	410.455	51.169	65.723	46.871	0.29	0.76	50000.0
89	409.815	51.348	65.831	46.988	0.298	0.759	20000.0
90	407.341	51.223	65.531	46.896	0.286	0.764	70000.0
91	408.517	51.369	65.598	46.803	0.291	0.762	50000.0
92	416.981	51.158	63.974	46.534	0.283	0.763	220000.0
93	412.172	50.373	63.929	45.945	0.282	0.768	140000.0
94	415.67	50.806	64.228	45.823	0.283	0.773	30000.0
95	408.945	51.569	65.85	47.299	0.298	0.754	30000.0
96	408.264	50.893	64.906	46.169	0.285	0.772	110000.0
97	406.759	51.544	63.788	46.588	0.285	0.769	80000.0
98	414.566	51.842	66.409	47.265	0.295	0.758	100000.0
99	411.855	51.788	64.188	46.746	0.296	0.767	160000.0
100	409.522	50.903	66.028	46.75	0.281	0.766	40000.0
