NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
86	351.685	56.518	54.098	48.547	0.357	0.749	30000.0
87	341.415	57.378	55.874	50.132	0.367	0.733	110000.0
88	350.253	57.97	56.363	50.514	0.365	0.734	20000.0
89	340.541	57.177	53.404	49.521	0.354	0.745	100000.0
90	344.25	57.024	56.13	50.025	0.354	0.74	20000.0
91	353.518	56.871	54.98	48.962	0.351	0.749	80000.0
92	342.165	57.442	53.268	49.145	0.367	0.749	70000.0
93	346.025	57.905	54.378	50.073	0.36	0.742	60000.0
94	342.723	56.988	55.232	49.961	0.355	0.738	20000.0
95	346.165	57.034	55.777	49.949	0.351	0.74	20000.0
96	345.777	57.704	54.2	49.997	0.357	0.742	50000.0
97	344.721	57.97	54.257	50.096	0.362	0.739	70000.0
98	345.301	57.636	55.377	50.218	0.358	0.74	50000.0
99	351.98	57.205	54.482	49.529	0.351	0.746	70000.0
100	341.245	56.608	55.329	49.733	0.341	0.743	40000.0
