NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
62	160.977	86.08	24.24	63.231	0.722	0.603	50000.0
63	160.27	85.357	24.348	63.37	0.72	0.594	20000.0
64	158.56	86.195	23.864	62.919	0.737	0.603	20000.0
65	157.801	85.771	24.098	63.409	0.737	0.599	30000.0
66	162.601	86.41	24.499	63.37	0.719	0.599	40000.0
67	160.321	86.055	24.135	63.24	0.721	0.598	20000.0
68	160.848	85.749	24.016	62.925	0.722	0.602	40000.0
69	159.024	85.495	23.842	62.853	0.709	0.606	30000.0
70	160.703	86.661	24.168	63.541	0.738	0.598	20000.0
71	159.751	86.08	24.2	63.135	0.725	0.605	20000.0
72	162.417	86.154	24.526	63.551	0.716	0.597	20000.0
73	164.089	87.134	25.751	64.925	0.72	0.592	20000.0
74	158.466	84.796	23.943	62.451	0.705	0.607	30000.0
75	165.833	86.669	25.508	63.629	0.724	0.606	30000.0
76	158.424	84.949	24.343	62.737	0.707	0.613	20000.0
77	164.1	85.975	25.263	63.38	0.716	0.61	40000.0
78	160.325	86.073	24.582	63.412	0.718	0.6	30000.0
79	159.44	85.5	24.032	63.091	0.719	0.602	20000.0
80	160.236	84.809	24.549	63.054	0.701	0.605	30000.0
81	159.294	86.321	23.637	62.939	0.734	0.594	30000.0
82	166.241	88.184	26.13	65.719	0.735	0.577	30000.0
83	162.556	86.766	24.814	63.702	0.723	0.603	30000.0
84	163.212	86.773	25.249	64.012	0.737	0.599	20000.0
85	161.707	85.323	24.445	62.875	0.713	0.607	20000.0
86	158.565	85.688	24.245	63.406	0.717	0.594	30000.0
87	162.537	86.512	24.679	63.387	0.721	0.597	80000.0
88	166.247	86.466	25.813	64.797	0.72	0.59	30000.0
89	158.812	86.23	24.202	63.446	0.722	0.591	30000.0
90	159.968	85.089	24.17	62.809	0.699	0.605	40000.0
91	161.149	85.351	24.664	63.182	0.714	0.601	30000.0
92	158.272	85.7	24.286	63.351	0.726	0.601	20000.0
93	163.18	87.595	24.484	64.028	0.74	0.592	20000.0
94	158.145	84.976	23.604	62.942	0.707	0.602	40000.0
95	162.99	86.045	24.831	63.622	0.722	0.594	30000.0
96	159.973	84.858	24.31	62.203	0.704	0.616	30000.0
97	161.196	85.532	24.772	63.436	0.719	0.61	30000.0
98	163.394	85.853	25.132	63.595	0.719	0.603	20000.0
99	160.18	85.092	24.504	62.785	0.71	0.614	30000.0
100	161.214	86.629	24.273	63.375	0.73	0.596	30000.0
