Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
PAVCKS-01A_vs_PAVCKS-11A	48	0.823	38.936	81.117%	5.122	57.266%	0.63654	0.739
PAVYKD-01A_vs_PAVYKD-10A	38	0.742	38.213	100.561%	5.315	67.501%	0.90653	0.644
PAWFBL-01A_vs_PAWFBL-11A	35	0.722	36.742	104.977%	4.892	69.886%	0.83947	0.619
PAWFWK-01A_vs_PAWFWK-10A	98	0.838	70.59	72.031%	9.712	54.983%	0.47314	0.754
SJBT030128_D1_vs_SJBT030128_G1	62	0.819	44.883	72.392%	6.014	57.341%	0.50354	0.695
SJBT030255_D1_vs_SJBT030255_G1	113	0.788	78.772	69.71%	10.221	62.088%	0.50427	0.528
SJBT030581_D1_vs_SJBT030581_G1	14	0.45	22.094	157.814%	3.343	89.345%	1.73771	0.258
SJBT030997_D1_vs_SJBT030997_G1	107	0.812	78.419	73.289%	10.882	58.418%	0.51232	0.693
SJBT031235_D1_vs_SJBT031235_G1	121	0.938	64.87	53.612%	8.666	34.832%	0.34933	0.917
SJBT031605_D1_vs_SJBT031605_G1	2274	0.994	230.811	10.15%	30.556	10.863%	0.01032	0.983
SJBT031948_D2_vs_SJBT031948_G1	1439	0.969	311.989	21.681%	52.35	24.902%	0.04713	0.937
SJBT032346_D1_vs_SJBT032346_G1	30	0.679	32.334	107.78%	4.757	73.402%	0.91704	0.554
SJBT032393_D1_vs_SJBT032393_G1	1394	0.994	188.932	13.553%	29.284	11.277%	0.02324	0.991
SJBT032417_D2_vs_SJBT032417_G1	248	0.921	107.377	43.297%	14.354	39.009%	0.20749	0.844
SJBT033236_D2_vs_SJBT033236_G1	38	0.87	32.495	85.513%	4.974	49.25%	0.73087	0.846
SJBT034089_D1_vs_SJBT034089_G1	35	0.842	34.149	97.569%	5.263	53.997%	0.88837	0.815
SJBT034110_D2_vs_SJBT034110_G1	118	0.897	66.793	56.604%	8.626	44.25%	0.32452	0.827
SJMRT014754_D1_vs_SJMRT014754_G1	220	0.866	109.212	49.642%	17.435	50.205%	0.2474	0.759
SJMRT015723_D1_vs_SJMRT015723_G1	411	0.942	139.323	33.899%	19.656	33.905%	0.12083	0.881
SJMRT063832_X1_vs_SJMRT063832_G1	13	0.515	19.556	150.431%	3.331	86.006%	1.56045	0.42
